cat;Митч;м;19;К нам он попал от своих бывших хозяев, они уезжали из города и не смогли взять его с собой, и поэтому приняли решения сдать в наш приют. Он очень ласковый, добрый, очень часто улыбается и любит людей. Мы надеемся, что его в новом доме будут любить также сильно, как и мы.;Русская голубая;http://cdn.some-random-api.ml/UdCbqhoR;0;2023-04-12 00:10:15.123813;2023-04-12 00:10:15.123813
dog;Михей;м;6;К нам он попал от неравнодушных людей. Нашли его просто на улице среди мусорных баков. Было видно, что животное домашнее, но брощено. Нам показалось, что его просто выкинули на улицу. При проверке оказалось, что есть почти все прививки, которые необходимо. Мы его согрели, накормили и стали любить как своего родного. Он очень ждет свох новых хозяев, обещал, то будет любить их очень сильно!;Вольпино итальяно;https://i.some-random-api.ml/laO6TsOTi0.jpg;0;2023-04-12 00:10:15.468160;2023-04-12 00:10:15.468160
cat;Мотя;м;3;К нам он попал от своих бывших хозяев, они уезжали из города и не смогли взять его с собой, и поэтому приняли решения сдать в наш приют. Он очень ласковый, добрый, очень часто улыбается и любит людей. Мы надеемся, что его в новом доме будут любить также сильно, как и мы.;Японский бобтейл длинношёрстный;http://cdn.some-random-api.ml/ZTcu23n1;0;2023-04-12 00:10:15.839157;2023-04-12 00:10:15.839157
dog;Мустанг;м;7;К нам он попал от своих бывших хозяев, они уезжали из города и не смогли взять его с собой, и поэтому приняли решения сдать в наш приют. Он очень ласковый, добрый, очень часто улыбается и любит людей. Мы надеемся, что его в новом доме будут любить также сильно, как и мы.;Уиппет;https://cdn.some-random-api.ml/nQGC8O2p;0;2023-04-12 00:10:16.158048;2023-04-12 00:10:16.158048
cat;Найк;м;17;К нам он попал от своих бывших хозяев, они уезжали из города и не смогли взять его с собой, и поэтому приняли решения сдать в наш приют. Он очень ласковый, добрый, очень часто улыбается и любит людей. Мы надеемся, что его в новом доме будут любить также сильно, как и мы.;Бразильская короткошёрстная;http://cdn.some-random-api.ml/1DO_ouVe;0;2023-04-12 00:10:16.501003;2023-04-12 00:10:16.501003
dog;Нео;м;3;Это замечательное создание попало к нам совсем недавно. Мы нашли его около дверей нашего приюта совсем холодного и голодного. При проверке оказалось, что есть почти все прививки, которые необходимо. Мы его согрели, накормили и стали любить как своего родного. Он очень ждет свох новых хозяев, обещал, то будет любить их очень сильно!;Черный терьер;https://cdn.some-random-api.ml/aNRgQc0G;0;2023-04-12 00:10:16.851070;2023-04-12 00:10:16.851070
cat;Оджи;м;4;К нам он попал от неравнодушных людей. Нашли его просто на улице среди мусорных баков. Было видно, что животное домашнее, но брощено. Нам показалось, что его просто выкинули на улицу. При проверке оказалось, что есть почти все прививки, которые необходимо. Мы его согрели, накормили и стали любить как своего родного. Он очень ждет свох новых хозяев, обещал, то будет любить их очень сильно!;Бурма (Бурманская);http://cdn.some-random-api.ml/wnN53vOz;0;2023-04-12 00:10:17.197160;2023-04-12 00:10:17.197160
dog;Озон;м;10;Это замечательное создание попало к нам совсем недавно. Мы нашли его около дверей нашего приюта совсем холодного и голодного. При проверке оказалось, что есть почти все прививки, которые необходимо. Мы его согрели, накормили и стали любить как своего родного. Он очень ждет свох новых хозяев, обещал, то будет любить их очень сильно!;Черный терьер;https://cdn.some-random-api.ml/H6j1ioML;0;2023-04-12 00:10:17.529801;2023-04-12 00:10:17.529801
cat;Осириус;м;12;К нам он попал от своих бывших хозяев, к сожалению у них обнаржили аллергию на шерсть, и поэтому приняли решения сдать в наш приют. Он очень ласковый, добрый, очень часто улыбается и любит людей. Мы надеемся, что его в новом доме будут любить также сильно, как и мы.;Охос азулес;http://cdn.some-random-api.ml/tPoV3z14;0;2023-04-12 00:10:17.864210;2023-04-12 00:10:17.864210
dog;Перси;м;17;Это замечательное создание попало к нам совсем недавно. Один из наших работников нашеле его возле своего дома и не смог пройти мимо. Было видно, что животное домашнее, но брощено. Нам показалось, что его просто выкинули на улицу. При проверке оказалось, что есть почти все прививки, которые необходимо. Мы его согрели, накормили и стали любить как своего родного. Он очень ждет свох новых хозяев, обещал, то будет любить их очень сильно!;Шотландский сеттер;https://cdn.some-random-api.ml/6z_O3v9u;0;2023-04-12 00:10:18.313585;2023-04-12 00:10:18.313585
